ticker,month,return_next,sentiment,technical,fundamental,mean_rating,std_rating,js_divergence,h_sentiment,d_post
000100,2005-01,0.5417000000000001,5,4,6,5.0,0.816496580927726,0.0033729266193250444,1.0,0.816496580927726
000100,2005-04,-1.0714,4,4,6,4.666666666666667,0.9428090415820634,0.004817302157272868,0.9709505944546686,0.9428090415820634
000100,2005-07,0.6,1,1,3,1.6666666666666667,0.9428090415820634,0.036160391661783364,0.4689955935892812,0.9428090415820634
000100,2005-10,1.5455,3,4,3,3.3333333333333335,0.4714045207910317,0.0023948438453058845,0.8812908992306927,0.4714045207910317
000100,2006-04,1.8462,2,3,3,2.6666666666666665,0.4714045207910317,0.004212595043515672,0.7219280948873623,0.4714045207910317
000100,2006-07,3.0,2,3,1,2.0,0.816496580927726,0.022548050379070088,0.7219280948873623,0.816496580927726
000100,2006-10,2.0,3,6,1,3.3333333333333335,2.0548046676563256,0.0528920798585217,0.8812908992306927,2.0548046676563256
000100,2007-01,0.8162999999999999,7,4,1,4.0,2.449489742783178,0.057418469098036044,0.8812908992306927,2.449489742783178
000100,2007-04,0.6343,7,3,1,3.6666666666666665,2.494438257849294,0.062410457549092635,0.8812908992306927,2.494438257849294
000100,2007-07,0.021400000000000002,4,4,3,3.6666666666666665,0.4714045207910317,0.0021766561578771704,0.9709505944546686,0.4714045207910317
000100,2007-10,-0.1119,6,7,3,5.333333333333333,1.699673171197595,0.014489122970023622,0.9709505944546686,1.699673171197595
000100,2008-01,0.1597,7,7,6,6.666666666666667,0.4714045207910317,0.000642071396597733,0.8812908992306927,0.4714045207910317
000100,2008-04,-0.0139,6,6,7,6.333333333333333,0.4714045207910317,0.0006758874784615638,0.9709505944546686,0.4714045207910317
000100,2008-07,-0.5102,3,2,4,3.0,0.816496580927726,0.00957506104276447,0.8812908992306927,0.816496580927726
000100,2008-10,3.6,3,2,3,2.6666666666666665,0.4714045207910317,0.004212595043515672,0.8812908992306927,0.4714045207910317
000100,2009-01,0.6207,4,4,2,3.3333333333333335,0.9428090415820634,0.011456875501600412,0.9709505944546686,0.9428090415820634
000100,2009-04,0.014499999999999999,7,3,3,4.333333333333333,1.8856180831641267,0.021556318259027013,0.8812908992306927,1.8856180831641267
000100,2009-07,-0.4255,7,7,3,5.666666666666667,1.8856180831641267,0.01639998447673846,0.8812908992306927,1.8856180831641267
000100,2009-10,0.5789,5,6,3,4.666666666666667,1.247219128924647,0.0097112135713919,1.0,1.247219128924647
000100,2010-01,0.08220000000000001,8,7,6,7.0,0.816496580927726,0.001710895898255767,0.7219280948873623,0.816496580927726
000100,2010-04,-0.1923,6,7,7,6.666666666666667,0.4714045207910317,0.0006420713965977487,0.9709505944546686,0.4714045207910317
000100,2010-07,-0.0814,3,3,4,3.3333333333333335,0.4714045207910317,0.0023948438453058845,0.8812908992306927,0.4714045207910317
000100,2010-10,-0.2375,5,3,6,4.666666666666667,1.247219128924647,0.0097112135713919,1.0,1.247219128924647
000100,2011-01,0.46909999999999996,4,4,4,4.0,0.0,0.0,0.9709505944546686,0.0
000100,2011-04,-0.0701,6,6,4,5.333333333333333,0.9428090415820634,0.004212595043515672,0.9709505944546686,0.9428090415820634
000100,2011-07,-0.2138,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000100,2011-10,-0.1961,3,4,6,4.333333333333333,1.247219128924647,0.01013672725206552,0.8812908992306927,1.247219128924647
000100,2012-01,0.3095,4,3,5,4.0,0.816496580927726,0.00530599861166309,0.9709505944546686,0.816496580927726
000100,2012-04,0.1319,5,4,4,4.333333333333333,0.4714045207910317,0.0014294885616036141,1.0,0.4714045207910317
000100,2012-07,0.0,5,6,4,5.0,0.816496580927726,0.0033729266193250444,1.0,0.816496580927726
000100,2012-10,0.1429,6,6,5,5.666666666666667,0.4714045207910317,0.0008932948130031191,0.9709505944546686,0.4714045207910317
000100,2013-01,0.040999999999999995,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000100,2013-04,0.023799999999999998,7,8,7,7.333333333333333,0.4714045207910317,0.0005056809102375145,0.8812908992306927,0.4714045207910317
000100,2013-07,0.0385,4,4,6,4.666666666666667,0.9428090415820634,0.004817302157272868,0.9709505944546686,0.9428090415820634
000100,2013-10,-0.0827,6,5,6,5.666666666666667,0.4714045207910317,0.0008932948130031191,0.9709505944546686,0.4714045207910317
000100,2014-01,0.19260000000000002,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000100,2014-04,-0.0231,5,6,5,5.333333333333333,0.4714045207910317,0.0009491787649267315,1.0,0.4714045207910317
000100,2014-07,0.052199999999999996,4,5,6,5.0,0.816496580927726,0.0033729266193250444,0.9709505944546686,0.816496580927726
000100,2014-10,0.039599999999999996,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000100,2015-01,0.3858,7,8,7,7.333333333333333,0.4714045207910317,0.0005056809102375145,0.8812908992306927,0.4714045207910317
000100,2015-04,0.0329,7,8,7,7.333333333333333,0.4714045207910317,0.0005056809102375145,0.8812908992306927,0.4714045207910317
000100,2015-07,-0.1889,4,6,7,5.666666666666667,1.247219128924647,0.006454904945298079,0.9709505944546686,1.247219128924647
000100,2015-10,-0.038900000000000004,4,3,6,4.333333333333333,1.247219128924647,0.01013672725206552,0.9709505944546686,1.247219128924647
000100,2016-01,0.04,7,5,6,6.0,0.816496580927726,0.002333803387527431,0.8812908992306927,0.816496580927726
000100,2016-04,-0.0166,5,6,5,5.333333333333333,0.4714045207910317,0.0009491787649267315,1.0,0.4714045207910317
000100,2016-07,-0.0285,5,4,4,4.333333333333333,0.4714045207910317,0.0014294885616036141,1.0,0.4714045207910317
000100,2017-01,0.061500000000000006,5,4,6,5.0,0.816496580927726,0.0033729266193250444,1.0,0.816496580927726
000100,2017-04,0.0891,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000100,2017-07,-0.0335,5,5,5,5.0,0.0,0.0,1.0,0.0
000100,2017-10,-0.0455,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000100,2018-01,0.061500000000000006,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000100,2018-04,-0.0173,4,4,6,4.666666666666667,0.9428090415820634,0.004817302157272868,0.9709505944546686,0.9428090415820634
000100,2018-07,-0.0645,4,4,5,4.333333333333333,0.4714045207910317,0.0014294885616036141,0.9709505944546686,0.4714045207910317
000100,2018-10,0.0,5,4,5,4.666666666666667,0.4714045207910317,0.0013272465907683984,1.0,0.4714045207910317
000100,2019-01,0.2268,4,4,4,4.0,0.0,0.0,0.9709505944546686,0.0
000100,2019-04,-0.0929,7,8,7,7.333333333333333,0.4714045207910317,0.0005056809102375145,0.8812908992306927,0.4714045207910317
000100,2019-07,-0.0611,4,7,6,5.666666666666667,1.247219128924647,0.006454904945298079,0.9709505944546686,1.247219128924647
000100,2019-10,0.1984,6,6,7,6.333333333333333,0.4714045207910317,0.0006758874784615638,0.9709505944546686,0.4714045207910317
000100,2020-01,0.1816,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000100,2020-04,0.138,4,4,6,4.666666666666667,0.9428090415820634,0.004817302157272868,0.9709505944546686,0.9428090415820634
000100,2020-07,0.1391,7,7,6,6.666666666666667,0.4714045207910317,0.000642071396597733,0.8812908992306927,0.4714045207910317
000100,2020-10,0.17420000000000002,4,6,7,5.666666666666667,1.247219128924647,0.006454904945298079,0.9709505944546686,1.247219128924647
000100,2021-01,-0.0431,7,6,7,6.666666666666667,0.4714045207910317,0.0006420713965977487,0.8812908992306927,0.4714045207910317
000100,2021-04,-0.0935,6,8,7,7.0,0.816496580927726,0.0017108958982558105,0.9709505944546686,0.816496580927726
000100,2021-07,-0.035699999999999996,4,6,7,5.666666666666667,1.247219128924647,0.006454904945298079,0.9709505944546686,1.247219128924647
000100,2021-10,0.015300000000000001,4,4,5,4.333333333333333,0.4714045207910317,0.0014294885616036141,0.9709505944546686,0.4714045207910317
000100,2022-01,-0.0083,5,4,5,4.666666666666667,0.4714045207910317,0.0013272465907683984,1.0,0.4714045207910317
000100,2022-04,0.0935,4,4,4,4.0,0.0,0.0,0.9709505944546686,0.0
000100,2022-07,-0.0691,6,6,4,5.333333333333333,0.9428090415820634,0.004212595043515672,0.9709505944546686,0.9428090415820634
000100,2022-10,0.0292,4,4,4,4.0,0.0,0.0,0.9709505944546686,0.0
000100,2023-01,0.0596,5,4,4,4.333333333333333,0.4714045207910317,0.0014294885616036141,1.0,0.4714045207910317
000100,2023-04,0.06269999999999999,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000100,2023-07,-0.045700000000000005,6,6,5,5.666666666666667,0.4714045207910317,0.0008932948130031191,0.9709505944546686,0.4714045207910317
000100,2023-10,0.0658,5,5,7,5.666666666666667,0.9428090415820634,0.0032941013770045433,1.0,0.9428090415820634
000100,2024-01,0.12240000000000001,6,7,7,6.666666666666667,0.4714045207910317,0.0006420713965977487,0.9709505944546686,0.4714045207910317
000100,2024-04,-0.1075,6,6,7,6.333333333333333,0.4714045207910317,0.0006758874784615638,0.9709505944546686,0.4714045207910317
000100,2024-07,-0.0026,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000100,2024-10,-0.11810000000000001,7,6,6,6.333333333333333,0.4714045207910317,0.0006758874784616383,0.8812908992306927,0.4714045207910317
000157,2005-01,0.0223,5,5,6,5.333333333333333,0.4714045207910317,0.0009491787649267315,1.0,0.4714045207910317
000157,2005-04,0.0031,5,4,6,5.0,0.816496580927726,0.0033729266193250444,1.0,0.816496580927726
000157,2005-07,0.0218,4,5,6,5.0,0.816496580927726,0.0033729266193250444,0.9709505944546686,0.816496580927726
000157,2005-10,-0.0125,5,5,6,5.333333333333333,0.4714045207910317,0.0009491787649267315,1.0,0.4714045207910317
000157,2006-01,0.0,6,5,6,5.666666666666667,0.4714045207910317,0.0008932948130031191,0.9709505944546686,0.4714045207910317
000157,2006-04,0.0784,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000157,2006-07,0.0281,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000157,2006-10,0.1216,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000157,2007-01,0.2376,8,8,7,7.666666666666667,0.4714045207910317,0.000483684145855568,0.7219280948873623,0.4714045207910317
000157,2007-04,19.2857,7,8,7,7.333333333333333,0.4714045207910317,0.0005056809102375145,0.8812908992306927,0.4714045207910317
000157,2007-07,0.5297,3,3,1,2.3333333333333335,0.9428090415820634,0.025559141193383414,0.8812908992306927,0.9428090415820634
000157,2007-10,-0.3184,6,3,2,3.6666666666666665,1.699673171197595,0.02575266944219168,0.9709505944546686,1.699673171197595
000157,2008-01,0.1082,6,7,3,5.333333333333333,1.699673171197595,0.014489122970023622,0.9709505944546686,1.699673171197595
000157,2008-04,-0.9393,3,4,3,3.3333333333333335,0.4714045207910317,0.0023948438453058845,0.8812908992306927,0.4714045207910317
000157,2008-07,-3.1612999999999998,2,1,3,2.0,0.816496580927726,0.02254805037907019,0.7219280948873623,0.816496580927726
000157,2008-10,1.0659999999999998,3,4,3,3.3333333333333335,0.4714045207910317,0.0023948438453058845,0.8812908992306927,0.4714045207910317
000157,2009-01,2.5238,1,1,1,1.0,0.0,0.0,0.4689955935892812,0.0
000157,2009-04,-0.18100000000000002,3,3,1,2.3333333333333335,0.9428090415820634,0.025559141193383414,0.8812908992306927,0.9428090415820634
000157,2009-07,-0.1972,7,6,2,5.0,2.160246899469287,0.029236916052000086,0.8812908992306927,2.160246899469287
000157,2009-10,-0.056799999999999996,6,8,3,5.666666666666667,2.0548046676563256,0.018291675048278867,0.9709505944546686,2.0548046676563256
000157,2010-01,0.127,6,7,6,6.333333333333333,0.4714045207910317,0.0006758874784616383,0.9709505944546686,0.4714045207910317
000157,2010-04,-0.2429,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000157,2010-07,0.4401,3,3,4,3.3333333333333335,0.4714045207910317,0.0023948438453058845,0.8812908992306927,0.4714045207910317
000157,2010-10,-0.0588,7,6,6,6.333333333333333,0.4714045207910317,0.0006758874784616383,0.8812908992306927,0.4714045207910317
000157,2011-01,0.1392,6,6,7,6.333333333333333,0.4714045207910317,0.0006758874784615638,0.9709505944546686,0.4714045207910317
000157,2011-04,-0.09300000000000001,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000157,2011-07,-0.1042,7,7,7,7.0,0.0,0.0,0.8812908992306927,0.0
000157,2011-10,-0.24960000000000002,4,4,7,5.0,1.4142135623730951,0.009292928204941,0.9709505944546686,1.4142135623730951
000157,2012-01,0.0857,4,3,4,3.6666666666666665,0.4714045207910317,0.0021766561578771704,0.9709505944546686,0.4714045207910317
000157,2012-04,0.1442,5,4,4,4.333333333333333,0.4714045207910317,0.0014294885616036141,1.0,0.4714045207910317
000157,2012-07,-0.19649999999999998,6,6,6,6.0,0.0,0.0,0.9709505944546686,0.0
000157,2012-10,-0.08380000000000001,6,7,5,6.0,0.816496580927726,0.002333803387527431,0.9709505944546686,0.816496580927726
000157,2013-01,0.0213,7,6,7,6.666666666666667,0.4714045207910317,0.0006420713965977487,0.8812908992306927,0.4714045207910317
000157,2013-04,-0.1151,4,4,6,4.666666666666667,0.9428090415820634,0.004817302157272868,0.9709505944546686,0.9428090415820634
000157,2013-07,0.1232,3,3,4,3.3333333333333335,0.4714045207910317,0.0023948438453058845,0.8812908992306927,0.4714045207910317
000157,2013-10,0.0,7,5,4,5.333333333333333,1.247219128924647,0.006684370996497373,0.8812908992306927,1.247219128924647
000157,2014-01,-0.023700000000000002,4,5,6,5.0,0.816496580927726,0.0033729266193250444,0.9709505944546686,0.816496580927726
000157,2014-04,0.0,4,4,4,4.0,0.0,0.0,0.9709505944546686,0.0
000157,2014-07,0.0279,4,4,5,4.333333333333333,0.4714045207910317,0.0014294885616036141,0.9709505944546686,0.4714045207910317
000157,2014-10,0.1394,7,7,6,6.666666666666667,0.4714045207910317,0.000642071396597733,0.8812908992306927,0.4714045207910317
000157,2015-01,0.042,6,7,7,6.666666666666667,0.4714045207910317,0.0006420713965977487,0.9709505944546686,0.4714045207910317
000157,2015-04,0.21100000000000002,7,8,7,7.333333333333333,0.4714045207910317,0.0005056809102375145,0.8812908992306927,0.4714045207910317
000157,2015-07,-0.0594,6,6,7,6.333333333333333,0.4714045207910317,0.0006758874784615638,0.9709505944546686,0.4714045207910317
000157,2015-10,-0.052199999999999996,3,3,5,3.6666666666666665,0.9428090415820634,0.00771594541165983,0.8812908992306927,0.9428090415820634
000157,2016-01,-0.1563,7,4,4,5.0,1.4142135623730951,0.009292928204941,0.8812908992306927,1.4142135623730951
000157,2016-04,-0.0779,6,6,4,5.333333333333333,0.9428090415820634,0.004212595043515672,0.9709505944546686,0.9428090415820634
000157,2016-07,0.1319,4,4,4,4.0,0.0,0.0,0.9709505944546686,0.0
000157,2016-10,0.096,7,7,6,6.666666666666667,0.4714045207910317,0.000642071396597733,0.8812908992306927,0.4714045207910317
